step,train_loss,train_acc,in_context_acc,val_loss,val_acc,batch_time,samples_per_second,experiment_name,timestamp,d,N,B,R_train
0,0.6931471824645996,1.0,0.5,3.419999599456787,0.0,0.16044116020202637,6.193057604254798,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
1,0.0,1.0,0.5,3.419999599456787,0.0,0.10787010192871094,7.4180916511839525,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
2,0.0,1.0,0.5,3.419999599456787,0.0,0.10629701614379883,7.9743510931775505,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
3,0.0,1.0,0.5,3.419999599456787,0.0,0.1062479019165039,8.2691070001868,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
4,0.0,1.0,0.5,3.419999599456787,0.0,0.21292328834533691,7.174980190689419,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
5,0.0,1.0,0.5,3.419999599456787,0.0,0.42769503593444824,5.307860374834669,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
6,0.0,1.0,0.5,3.419999599456787,0.0,0.1579279899597168,5.431762760285477,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
7,0.0,1.0,0.5,3.419999599456787,0.0,0.13976287841796875,5.597289901654177,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
8,0.0,1.0,0.5,3.419999599456787,0.0,0.15255212783813477,5.6876237382092745,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
9,0.0,1.0,0.5,3.419999599456787,0.0,0.1392650604248047,5.802466215258107,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
10,0.0,1.0,0.5,3.419999599456787,0.0,0.1593949794769287,5.841527727203436,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
11,0.0,1.0,0.5,3.419999599456787,0.0,0.12912702560424805,5.9589961557268065,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
12,0.0,1.0,0.5,3.419999599456787,0.0,0.08504199981689453,6.193380485120926,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
13,0.0,1.0,0.5,3.419999599456787,0.0,0.11260390281677246,6.322411429560762,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
14,0.0,1.0,0.5,3.419999599456787,0.0,0.07337284088134766,6.556089948328292,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
15,0.0,1.0,0.5,3.419999599456787,0.0,0.08381104469299316,6.7313881890072595,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
16,0.0,1.0,0.5,3.419999599456787,0.0,0.15488719940185547,6.620301361669564,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
17,0.0,1.0,0.5,3.419999599456787,0.0,0.18711495399475098,6.530462774467025,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
18,0.0,1.0,0.5,3.419999599456787,0.0,0.0760660171508789,6.707234275635684,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
19,0.0,1.0,0.5,3.419999599456787,0.0,0.10436725616455078,6.8088300586273425,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
20,0.0,1.0,0.5,3.419999599456787,0.0,0.0619809627532959,7.0010404543598215,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
21,0.0,1.0,0.5,3.419999599456787,0.0,0.09849905967712402,7.100717877117112,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
22,0.0,1.0,0.5,3.419999599456787,0.0,0.05887317657470703,7.284402758059101,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
23,0.0,1.0,0.5,3.419999599456787,0.0,0.06585502624511719,7.445133947745095,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
24,0.0,1.0,0.5,3.419999599456787,0.0,0.0512850284576416,7.63305188570397,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
25,0.0,1.0,0.5,3.419999599456787,0.0,0.04974794387817383,7.819031268695798,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
26,0.0,1.0,0.5,3.419999599456787,0.0,0.1001288890838623,7.8819361272443915,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
27,0.0,1.0,0.5,3.419999599456787,0.0,0.1198270320892334,7.897124797428604,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
28,0.0,1.0,0.5,3.419999599456787,0.0,0.06627798080444336,8.027919659829797,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
29,0.0,1.0,0.5,3.419999599456787,0.0,0.08109593391418457,8.121906256938814,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
30,0.0,1.0,0.5,3.419999599456787,0.0,0.5713789463043213,7.23751487806734,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
31,0.0,1.0,0.5,3.419999599456787,0.0,0.5600230693817139,6.49194271070718,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
32,0.0,1.0,0.5,3.419999599456787,0.0,0.4121670722961426,6.131052886232389,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
33,0.0,1.0,0.5,3.419999599456787,0.0,0.18658733367919922,6.104909623311705,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
34,0.0,1.0,0.5,3.419999599456787,0.0,0.11966919898986816,6.151960729875832,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
35,0.0,1.0,0.5,3.419999599456787,0.0,0.11274886131286621,6.204499168589818,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
36,0.0,1.0,0.5,3.419999599456787,0.0,0.15507292747497559,6.209975913067759,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
37,0.0,1.0,0.5,3.419999599456787,0.0,0.15104007720947266,6.219888651723032,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
38,0.0,1.0,0.5,3.419999599456787,0.0,0.0785832405090332,6.299704979077411,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
39,0.0,1.0,0.5,3.419999599456787,0.0,0.10913515090942383,6.349102357398885,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
40,0.0,1.0,0.5,3.419999599456787,0.0,0.06471610069274902,6.4414027436437555,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
41,0.0,1.0,0.5,3.419999599456787,0.0,0.10977005958557129,6.485955441945466,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
42,0.0,1.0,0.5,3.419999599456787,0.0,0.09274101257324219,6.5463628436353645,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
43,0.0,1.0,0.5,3.419999599456787,0.0,0.10947799682617188,6.58854243776466,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
44,0.0,1.0,0.5,3.419999599456787,0.0,0.12774300575256348,6.611599336905316,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
45,0.0,1.0,0.5,3.419999599456787,0.0,0.06562399864196777,6.693762707275409,d1000_B1_R7_20251031_174130,2025-10-31 17:42:08,1000,40,1,193.64916731037084
