step,train_loss,train_acc,in_context_acc,val_loss,val_acc,batch_time,samples_per_second,experiment_name,timestamp,d,N,B,R_train
0,0.6931473016738892,0.49666666984558105,1.0,0.0003068421792704612,1.0,1.1628789901733398,1251.6915312324238,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
1,0.0,1.0,1.0,0.0003068421792704612,1.0,2.558908224105835,797.8631853219032,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
2,0.0,1.0,1.0,0.0003068421792704612,1.0,1.4562287330627441,861.8336461532737,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
3,0.0,1.0,1.0,0.0003068421792704612,1.0,2.0153610706329346,828.9207962715102,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
4,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6466538906097412,951.087904629018,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
5,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5528147220611572,1066.5011891109493,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
6,0.0,1.0,1.0,0.0003068421792704612,1.0,0.52876877784729,1170.8370331693177,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
7,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7024388313293457,1240.8669463395008,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
8,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9516541957855225,1270.8780325175217,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
9,0.0,1.0,1.0,0.0003068421792704612,1.0,1.754516839981079,1211.7673787898643,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
10,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7102169990539551,1260.470392885795,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
11,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7643270492553711,1299.1683409434738,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
12,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8680250644683838,1324.4326535628863,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
13,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6194369792938232,1368.37206023253,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
14,0.0,1.0,1.0,0.0003068421792704612,1.0,1.604886770248413,1327.2452728163669,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
15,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6096837520599365,1366.5137047700775,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
16,0.0,1.0,1.0,0.0003068421792704612,1.0,0.4878091812133789,1412.5877997564355,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
17,0.0,1.0,1.0,0.0003068421792704612,1.0,0.4765748977661133,1456.6565154781078,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
18,0.0,1.0,1.0,0.0003068421792704612,1.0,0.45792102813720703,1500.4687518828403,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
19,0.0,1.0,1.0,0.0003068421792704612,1.0,0.522108793258667,1537.1547800228536,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
20,0.0,1.0,1.0,0.0003068421792704612,1.0,1.1685817241668701,1522.6490991619864,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
21,0.0,1.0,1.0,0.0003068421792704612,1.0,3.239579916000366,1379.1523786761043,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
22,0.0,1.0,1.0,0.0003068421792704612,1.0,1.2504551410675049,1369.9236581817074,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
23,0.0,1.0,1.0,0.0003068421792704612,1.0,1.4063611030578613,1353.6595254611846,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
24,0.0,1.0,1.0,0.0003068421792704612,1.0,2.9691050052642822,1268.4002587373177,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
25,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6820859909057617,1289.1882932255987,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
26,0.0,1.0,1.0,0.0003068421792704612,1.0,0.47130894660949707,1318.222056650316,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
27,0.0,1.0,1.0,0.0003068421792704612,1.0,0.48613595962524414,1345.7316931938235,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
28,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5746111869812012,1368.5586612636575,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
29,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5417020320892334,1391.9947451858527,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
30,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5796737670898438,1413.0370437217925,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
31,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8052468299865723,1423.6905394681978,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
32,0.0,1.0,1.0,0.0003068421792704612,1.0,2.293771982192993,1374.621474833607,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
33,0.0,1.0,1.0,0.0003068421792704612,1.0,1.135025978088379,1372.8041860773612,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
34,0.0,1.0,1.0,0.0003068421792704612,1.0,0.663316011428833,1388.3700055506185,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
35,0.0,1.0,1.0,0.0003068421792704612,1.0,1.0180132389068604,1390.2974563972466,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
36,0.0,1.0,1.0,0.0003068421792704612,1.0,1.0349717140197754,1391.7418504461164,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
37,0.0,1.0,1.0,0.0003068421792704612,1.0,1.936042070388794,1363.1574536583264,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
38,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9592208862304688,1367.5835010071464,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
39,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5650558471679688,1384.317232896952,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
40,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5163538455963135,1402.1984584289714,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
41,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9737682342529297,1405.1918272051269,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
42,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6085152626037598,1419.3735023512302,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
43,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6592907905578613,1431.5932254747122,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
44,0.0,1.0,1.0,0.0003068421792704612,1.0,0.557426929473877,1446.5930911129044,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
45,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7548689842224121,1455.181422155654,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
46,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5007848739624023,1471.188605996278,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
47,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6397628784179688,1482.588164234932,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
48,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7474632263183594,1490.512629675194,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
49,0.0,1.0,1.0,0.0003068421792704612,1.0,1.5616629123687744,1474.1633325911423,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
50,0.0,1.0,1.0,0.0003068421792704612,1.0,1.3582332134246826,1464.5240527928586,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
51,0.0,1.0,1.0,0.0003068421792704612,1.0,1.5616140365600586,1449.8478337810188,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
52,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8536179065704346,1454.5665010180023,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
53,0.0,1.0,1.0,0.0003068421792704612,1.0,1.605422019958496,1439.6741582205002,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
54,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8534698486328125,1444.3636835203258,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
55,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8952078819274902,1447.9240910364495,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
56,0.0,1.0,1.0,0.0003068421792704612,1.0,1.1636199951171875,1444.781560910507,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
57,0.0,1.0,1.0,0.0003068421792704612,1.0,1.0309438705444336,1444.9141376674602,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
58,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8968546390533447,1448.2454266230086,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
59,0.0,1.0,1.0,0.0003068421792704612,1.0,1.886944055557251,1428.660319359759,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
60,0.0,1.0,1.0,0.0003068421792704612,1.0,1.3617668151855469,1421.7220303176398,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
61,0.0,1.0,1.0,0.0003068421792704612,1.0,2.0754189491271973,1399.8232865635905,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
62,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9812171459197998,1401.6609340896362,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
63,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6926732063293457,1409.4222187822456,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
64,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7527539730072021,1415.7815749186868,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
65,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8008551597595215,1421.0273902182453,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
66,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7758619785308838,1426.6642590615588,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
67,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7512881755828857,1432.6170625436043,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
68,0.0,1.0,1.0,0.0003068421792704612,1.0,1.9187700748443604,1415.4811441914221,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
69,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8383560180664062,1419.4939223894567,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
70,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9465441703796387,1421.5660722170728,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
71,0.0,1.0,1.0,0.0003068421792704612,1.0,1.5260789394378662,1412.7799072691325,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
72,0.0,1.0,1.0,0.0003068421792704612,1.0,5.099130868911743,1342.819117616041,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
73,0.0,1.0,1.0,0.0003068421792704612,1.0,0.9879763126373291,1344.8586616227121,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
74,0.0,1.0,1.0,0.0003068421792704612,1.0,1.8535280227661133,1333.0733667293648,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
75,0.0,1.0,1.0,0.0003068421792704612,1.0,2.6999471187591553,1308.941834093735,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
76,0.0,1.0,1.0,0.0003068421792704612,1.0,1.795407772064209,1299.2880091527152,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
77,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8430449962615967,1303.7705304672497,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
78,0.0,1.0,1.0,0.0003068421792704612,1.0,0.7119438648223877,1310.0802924917764,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
79,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8382899761199951,1314.4380797975941,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
80,0.0,1.0,1.0,0.0003068421792704612,1.0,1.478266716003418,1309.6384804670963,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
81,0.0,1.0,1.0,0.0003068421792704612,1.0,8.64116096496582,1212.807864198685,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
82,0.0,1.0,1.0,0.0003068421792704612,1.0,2.215319871902466,1201.2741578379387,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
83,0.0,1.0,1.0,0.0003068421792704612,1.0,1.2606201171875,1201.1316934929832,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
84,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5209109783172607,1209.410886952645,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
85,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5748469829559326,1216.9292848638456,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
86,0.0,1.0,1.0,0.0003068421792704612,1.0,0.6817011833190918,1223.2104603848595,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
87,0.0,1.0,1.0,0.0003068421792704612,1.0,0.8395321369171143,1227.607082843867,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
88,0.0,1.0,1.0,0.0003068421792704612,1.0,0.5951831340789795,1234.7001668085707,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
89,0.0,1.0,1.0,0.0003068421792704612,1.0,0.543708086013794,1242.3233938012615,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
90,0.0,1.0,1.0,0.0003068421792704612,1.0,0.47194695472717285,1250.6893862160243,d1500_B1500_R8_20251031_174126,2025-10-31 17:45:19,1500,40,1500,193.64916731037084
