step,train_loss,train_acc,in_context_acc,val_loss,val_acc,batch_time,samples_per_second,experiment_name,timestamp,d,N,B,R_train
0,0.6931471824645996,0.2857142984867096,0.7821428775787354,4.286352157592773,0.8571428656578064,0.11807584762573242,57.29442689235681,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
1,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.136826753616333,53.99881556247908,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
2,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.0833582878112793,61.249109221538895,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
3,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.1283721923828125,59.39450239114427,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
4,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.6432700157165527,31.389791947313277,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
5,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.5381870269775391,25.333910879555727,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
6,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.33969902992248535,23.73220234039234,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
7,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.23837709426879883,24.311644779933374,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
8,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.2571401596069336,24.601734347675624,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
9,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.23375678062438965,25.04674746880516,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
10,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.21348094940185547,25.594218026980954,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
11,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.3996901512145996,24.64390137446228,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
12,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.17110705375671387,25.41917101150917,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
13,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.18097305297851562,26.05577714800909,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
14,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.10057806968688965,27.187977188127203,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
15,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.16394901275634766,27.817274181932564,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
16,0.0,1.0,0.7821428775787354,4.286352157592773,0.8571428656578064,0.16802501678466797,28.370349907793354,d1000_B7_R7_20251031_174209,2025-10-31 17:43:19,1000,40,7,193.64916731037084
