step,train_loss,train_acc,in_context_acc,val_loss,val_acc,batch_time,samples_per_second,experiment_name,timestamp,d,N,B,R_train
0,0.6931473016738892,0.5199999809265137,1.0,0.0005999215063638985,1.0,0.39908599853515625,3100.4447640432427,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
1,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2633340358734131,3747.675519498831,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
2,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2883298397064209,3923.377519422772,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
3,0.0,1.0,1.0,0.0005999215063638985,1.0,0.28499698638916016,4028.882128678586,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
4,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3509559631347656,3924.754968563064,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
5,0.0,1.0,1.0,0.0005999215063638985,1.0,0.43444395065307617,3696.693124320104,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
6,0.0,1.0,1.0,0.0005999215063638985,1.0,0.30751514434814453,3744.254074383619,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
7,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2977588176727295,3794.592617944336,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
8,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2561001777648926,3890.3911397275765,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
9,0.0,1.0,1.0,0.0005999215063638985,1.0,0.30093884468078613,3914.9702465158543,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
10,0.0,1.0,1.0,0.0005999215063638985,1.0,0.6668097972869873,3561.9536131900236,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
11,0.0,1.0,1.0,0.0005999215063638985,1.0,0.24835801124572754,3650.6092698562124,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
12,0.0,1.0,1.0,0.0005999215063638985,1.0,0.30510997772216797,3681.103568898065,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
13,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3276631832122803,3689.9645015902724,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
14,0.0,1.0,1.0,0.0005999215063638985,1.0,0.20941591262817383,3786.0001395140125,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
15,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2648658752441406,3833.261377307787,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
16,0.0,1.0,1.0,0.0005999215063638985,1.0,0.29285597801208496,3856.225198218475,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
17,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3828773498535156,3817.6551599597474,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
18,0.0,1.0,1.0,0.0005999215063638985,1.0,0.4919869899749756,3719.026366875301,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
19,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3507499694824219,3710.8047014275035,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
20,0.0,1.0,1.0,0.0005999215063638985,1.0,0.37749600410461426,3688.1771992251847,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
21,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3145561218261719,3700.098642898273,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
22,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3351759910583496,3700.944195270593,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
23,0.0,1.0,1.0,0.0005999215063638985,1.0,0.27214908599853516,3730.7613759516576,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
24,0.0,1.0,1.0,0.0005999215063638985,1.0,0.316453218460083,3738.9572721609284,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
25,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3790547847747803,3719.6899847214654,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
26,0.0,1.0,1.0,0.0005999215063638985,1.0,0.5399608612060547,3637.7400169683365,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
27,0.0,1.0,1.0,0.0005999215063638985,1.0,0.30847907066345215,3648.224063203268,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
28,0.0,1.0,1.0,0.0005999215063638985,1.0,0.36942076683044434,3638.280060868232,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
29,0.0,1.0,1.0,0.0005999215063638985,1.0,0.33928418159484863,3639.610981033326,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
30,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3809630870819092,3626.6991036727313,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
31,0.0,1.0,1.0,0.0005999215063638985,1.0,0.5315122604370117,3566.0587674327485,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
32,0.0,1.0,1.0,0.0005999215063638985,1.0,0.39213991165161133,3553.0817121325754,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
33,0.0,1.0,1.0,0.0005999215063638985,1.0,0.316180944442749,3563.504933710758,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
34,0.0,1.0,1.0,0.0005999215063638985,1.0,0.45743489265441895,3532.6498978635473,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
35,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3536839485168457,3532.566921878452,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
36,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3935678005218506,3521.7554632928864,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
37,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3302919864654541,3527.946691536196,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
38,0.0,1.0,1.0,0.0005999215063638985,1.0,0.27885890007019043,3547.239430879154,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
39,0.0,1.0,1.0,0.0005999215063638985,1.0,0.30768609046936035,3558.4602462262437,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
40,0.0,1.0,1.0,0.0005999215063638985,1.0,0.36498570442199707,3554.965187623001,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
41,0.0,1.0,1.0,0.0005999215063638985,1.0,0.35439491271972656,3554.177534945548,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
42,0.0,1.0,1.0,0.0005999215063638985,1.0,0.29003381729125977,3568.372550995962,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
43,0.0,1.0,1.0,0.0005999215063638985,1.0,0.38918399810791016,3559.3263305560913,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
44,0.0,1.0,1.0,0.0005999215063638985,1.0,0.3029460906982422,3570.179986677742,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
45,0.0,1.0,1.0,0.0005999215063638985,1.0,0.2695951461791992,3588.0604406635052,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
46,0.0,1.0,1.0,0.0005999215063638985,1.0,0.4007110595703125,3576.529432000959,d1250_B1250_R8_20251106_193321,2025-11-06 19:34:42,1250,40,1250,176.7766952966369
